Date,Country,Confirmed
05 May 2020,Canada,63215
06 May 2020,Canada,64694
07 May 2020,Canada,66201
08 May 2020,Canada,67674
09 May 2020,Canada,68918
10 May 2020,Canada,70091
11 May 2020,Canada,71264
12 May 2020,Canada,72419
13 May 2020,Canada,73568
14 May 2020,Canada,74781
15 May 2020,Canada,75959
16 May 2020,Canada,77206
17 May 2020,Canada,78332
18 May 2020,Canada,79411
19 May 2020,Canada,80493
20 May 2020,Canada,81575
21 May 2020,Canada,82742
22 May 2020,Canada,83947
23 May 2020,Canada,85151
24 May 2020,Canada,86106
25 May 2020,Canada,87119
26 May 2020,Canada,88090
08 May 2020,Central African Republic,143
09 May 2020,Central African Republic,143
10 May 2020,Central African Republic,143
11 May 2020,Central African Republic,143
12 May 2020,Central African Republic,143
13 May 2020,Central African Republic,143
14 May 2020,Central African Republic,143
15 May 2020,Central African Republic,301
16 May 2020,Central African Republic,327
17 May 2020,Central African Republic,327
18 May 2020,Central African Republic,327
19 May 2020,Central African Republic,366
20 May 2020,Central African Republic,418
21 May 2020,Central African Republic,436
22 May 2020,Central African Republic,479
23 May 2020,Central African Republic,552
24 May 2020,Central African Republic,604
25 May 2020,Central African Republic,652
26 May 2020,Central African Republic,671
02 May 2020,Chad,117
03 May 2020,Chad,117
04 May 2020,Chad,117
05 May 2020,Chad,170
06 May 2020,Chad,170
07 May 2020,Chad,253
08 May 2020,Chad,260
09 May 2020,Chad,322
10 May 2020,Chad,322
11 May 2020,Chad,322
12 May 2020,Chad,357
13 May 2020,Chad,372
14 May 2020,Chad,399
15 May 2020,Chad,428
16 May 2020,Chad,474
17 May 2020,Chad,503
18 May 2020,Chad,519
19 May 2020,Chad,545
20 May 2020,Chad,565
21 May 2020,Chad,588
22 May 2020,Chad,611
23 May 2020,Chad,648
24 May 2020,Chad,675
25 May 2020,Chad,687
26 May 2020,Chad,700
20 March 2020,Chile,434
24 March 2020,Chile,922
28 March 2020,Chile,1909
31 March 2020,Chile,2738
01 April 2020,Chile,3031
04 April 2020,Chile,4161
06 April 2020,Chile,4815
11 April 2020,Chile,6927
15 April 2020,Chile,8273
19 April 2020,Chile,10088
23 April 2020,Chile,11812
27 April 2020,Chile,13813
30 April 2020,Chile,16023
01 May 2020,Chile,17008
02 May 2020,Chile,18435
03 May 2020,Chile,19663
04 May 2020,Chile,20643
05 May 2020,Chile,22016
06 May 2020,Chile,23048
07 May 2020,Chile,24581
08 May 2020,Chile,25972
09 May 2020,Chile,27219
10 May 2020,Chile,28866
11 May 2020,Chile,30063
12 May 2020,Chile,31721
13 May 2020,Chile,34381
14 May 2020,Chile,37040
15 May 2020,Chile,39542
16 May 2020,Chile,41428
17 May 2020,Chile,43781
18 May 2020,Chile,46059
19 May 2020,Chile,49579
20 May 2020,Chile,53617
21 May 2020,Chile,57581
22 May 2020,Chile,61857
23 May 2020,Chile,65393
24 May 2020,Chile,69102
25 May 2020,Chile,73997
26 May 2020,Chile,77961
22 January 2020,China,548
26 January 2020,China,2075
29 January 2020,China,6087
31 January 2020,China,9802
01 February 2020,China,11891
04 February 2020,China,23707
11 February 2020,China,44386
20 February 2020,China,75077
24 February 2020,China,77241
25 February 2020,China,77754
29 February 2020,China,79356
01 March 2020,China,79932
04 March 2020,China,80386
08 March 2020,China,80823
14 March 2020,China,80977
20 March 2020,China,81250
24 March 2020,China,81591
28 March 2020,China,81999
31 March 2020,China,82279
01 April 2020,China,82361
04 April 2020,China,82543
06 April 2020,China,82665
11 April 2020,China,83014
15 April 2020,China,83356
19 April 2020,China,83805
23 April 2020,China,83884
27 April 2020,China,83918
30 April 2020,China,83956
01 May 2020,China,83959
02 May 2020,China,83959
03 May 2020,China,83964
04 May 2020,China,83966
05 May 2020,China,83968
06 May 2020,China,83970
07 May 2020,China,83975
08 May 2020,China,83976
09 May 2020,China,83990
10 May 2020,China,84010
11 May 2020,China,84011
12 May 2020,China,84018
13 May 2020,China,84024
14 May 2020,China,84029
15 May 2020,China,84038
16 May 2020,China,84044
17 May 2020,China,84054
18 May 2020,China,84063
19 May 2020,China,84063
20 May 2020,China,84063
21 May 2020,China,84063
22 May 2020,China,84081
23 May 2020,China,84084
24 May 2020,China,84095
25 May 2020,China,84102
26 May 2020,China,84103
20 March 2020,Colombia,128
24 March 2020,Colombia,378
28 March 2020,Colombia,608
31 March 2020,Colombia,906
01 April 2020,Colombia,1065
04 April 2020,Colombia,1406
06 April 2020,Colombia,1579
11 April 2020,Colombia,2709
15 April 2020,Colombia,3105
19 April 2020,Colombia,3792
23 April 2020,Colombia,4561
27 April 2020,Colombia,5597
30 April 2020,Colombia,6507
01 May 2020,Colombia,7006
02 May 2020,Colombia,7285
03 May 2020,Colombia,7668
04 May 2020,Colombia,7973
05 May 2020,Colombia,8613
06 May 2020,Colombia,8959
07 May 2020,Colombia,9456
08 May 2020,Colombia,10051
09 May 2020,Colombia,10495
10 May 2020,Colombia,11063
11 May 2020,Colombia,11613
12 May 2020,Colombia,12272
13 May 2020,Colombia,12930
14 May 2020,Colombia,13610
15 May 2020,Colombia,14216
16 May 2020,Colombia,14939
17 May 2020,Colombia,15574
18 May 2020,Colombia,16295
19 May 2020,Colombia,16935
20 May 2020,Colombia,17687
21 May 2020,Colombia,18330
22 May 2020,Colombia,19131
23 May 2020,Colombia,20177
24 May 2020,Colombia,21175
25 May 2020,Colombia,21981
26 May 2020,Colombia,23003
15 April 2020,Congo (Brazzaville),117
19 April 2020,Congo (Brazzaville),143
23 April 2020,Congo (Brazzaville),186
27 April 2020,Congo (Brazzaville),200
30 April 2020,Congo (Brazzaville),220
01 May 2020,Congo (Brazzaville),229
02 May 2020,Congo (Brazzaville),229
03 May 2020,Congo (Brazzaville),229
04 May 2020,Congo (Brazzaville),236
05 May 2020,Congo (Brazzaville),236
06 May 2020,Congo (Brazzaville),264
07 May 2020,Congo (Brazzaville),264
08 May 2020,Congo (Brazzaville),274
09 May 2020,Congo (Brazzaville),274
10 May 2020,Congo (Brazzaville),274
11 May 2020,Congo (Brazzaville),333
12 May 2020,Congo (Brazzaville),333
13 May 2020,Congo (Brazzaville),333
14 May 2020,Congo (Brazzaville),391
15 May 2020,Congo (Brazzaville),391
16 May 2020,Congo (Brazzaville),391
17 May 2020,Congo (Brazzaville),391
18 May 2020,Congo (Brazzaville),412
19 May 2020,Congo (Brazzaville),420
20 May 2020,Congo (Brazzaville),420
21 May 2020,Congo (Brazzaville),469
22 May 2020,Congo (Brazzaville),469
23 May 2020,Congo (Brazzaville),487
24 May 2020,Congo (Brazzaville),487
25 May 2020,Congo (Brazzaville),487
26 May 2020,Congo (Brazzaville),487
01 April 2020,Congo (Kinshasa),109
04 April 2020,Congo (Kinshasa),154
06 April 2020,Congo (Kinshasa),161
11 April 2020,Congo (Kinshasa),223
15 April 2020,Congo (Kinshasa),254
19 April 2020,Congo (Kinshasa),327
23 April 2020,Congo (Kinshasa),377
27 April 2020,Congo (Kinshasa),459
30 April 2020,Congo (Kinshasa),572
01 May 2020,Congo (Kinshasa),604
02 May 2020,Congo (Kinshasa),674
03 May 2020,Congo (Kinshasa),674
04 May 2020,Congo (Kinshasa),682
05 May 2020,Congo (Kinshasa),705
06 May 2020,Congo (Kinshasa),797
07 May 2020,Congo (Kinshasa),863
08 May 2020,Congo (Kinshasa),937
09 May 2020,Congo (Kinshasa),937
10 May 2020,Congo (Kinshasa),991
11 May 2020,Congo (Kinshasa),1024
12 May 2020,Congo (Kinshasa),1102
13 May 2020,Congo (Kinshasa),1169
14 May 2020,Congo (Kinshasa),1242
15 May 2020,Congo (Kinshasa),1298
16 May 2020,Congo (Kinshasa),1455
17 May 2020,Congo (Kinshasa),1455
18 May 2020,Congo (Kinshasa),1538
19 May 2020,Congo (Kinshasa),1629
20 May 2020,Congo (Kinshasa),1731
21 May 2020,Congo (Kinshasa),1835
22 May 2020,Congo (Kinshasa),1945
23 May 2020,Congo (Kinshasa),2025
24 May 2020,Congo (Kinshasa),2141
25 May 2020,Congo (Kinshasa),2297
26 May 2020,Congo (Kinshasa),2403
24 March 2020,Costa Rica,177
28 March 2020,Costa Rica,295
31 March 2020,Costa Rica,347
01 April 2020,Costa Rica,375
04 April 2020,Costa Rica,435
06 April 2020,Costa Rica,467
11 April 2020,Costa Rica,577
15 April 2020,Costa Rica,626
19 April 2020,Costa Rica,660
23 April 2020,Costa Rica,686
27 April 2020,Costa Rica,697
30 April 2020,Costa Rica,719
01 May 2020,Costa Rica,725
02 May 2020,Costa Rica,733
03 May 2020,Costa Rica,739
04 May 2020,Costa Rica,742
05 May 2020,Costa Rica,755
06 May 2020,Costa Rica,761
07 May 2020,Costa Rica,765
08 May 2020,Costa Rica,773
09 May 2020,Costa Rica,780
10 May 2020,Costa Rica,792
11 May 2020,Costa Rica,801
12 May 2020,Costa Rica,804
13 May 2020,Costa Rica,815
14 May 2020,Costa Rica,830
15 May 2020,Costa Rica,843
16 May 2020,Costa Rica,853
17 May 2020,Costa Rica,863
18 May 2020,Costa Rica,866
19 May 2020,Costa Rica,882
20 May 2020,Costa Rica,897
21 May 2020,Costa Rica,903
22 May 2020,Costa Rica,911
23 May 2020,Costa Rica,918
24 May 2020,Costa Rica,930
25 May 2020,Costa Rica,951
26 May 2020,Costa Rica,956
28 March 2020,Cote d'Ivoire,101
31 March 2020,Cote d'Ivoire,179
01 April 2020,Cote d'Ivoire,190
04 April 2020,Cote d'Ivoire,245
06 April 2020,Cote d'Ivoire,323
11 April 2020,Cote d'Ivoire,533
15 April 2020,Cote d'Ivoire,638
19 April 2020,Cote d'Ivoire,847
23 April 2020,Cote d'Ivoire,1004
27 April 2020,Cote d'Ivoire,1164
30 April 2020,Cote d'Ivoire,1275
01 May 2020,Cote d'Ivoire,1333
02 May 2020,Cote d'Ivoire,1362
03 May 2020,Cote d'Ivoire,1398
04 May 2020,Cote d'Ivoire,1432
05 May 2020,Cote d'Ivoire,1464
06 May 2020,Cote d'Ivoire,1516
07 May 2020,Cote d'Ivoire,1571
08 May 2020,Cote d'Ivoire,1602
09 May 2020,Cote d'Ivoire,1667
10 May 2020,Cote d'Ivoire,1700
11 May 2020,Cote d'Ivoire,1730
12 May 2020,Cote d'Ivoire,1857
13 May 2020,Cote d'Ivoire,1912
14 May 2020,Cote d'Ivoire,1971
15 May 2020,Cote d'Ivoire,2017
16 May 2020,Cote d'Ivoire,2061
17 May 2020,Cote d'Ivoire,2109
18 May 2020,Cote d'Ivoire,2119
19 May 2020,Cote d'Ivoire,2153
20 May 2020,Cote d'Ivoire,2231
21 May 2020,Cote d'Ivoire,2301
22 May 2020,Cote d'Ivoire,2341
23 May 2020,Cote d'Ivoire,2366
24 May 2020,Cote d'Ivoire,2376
25 May 2020,Cote d'Ivoire,2423
26 May 2020,Cote d'Ivoire,2477
20 March 2020,Croatia,128
24 March 2020,Croatia,382
28 March 2020,Croatia,657
31 March 2020,Croatia,867
01 April 2020,Croatia,963
04 April 2020,Croatia,1126
06 April 2020,Croatia,1222
11 April 2020,Croatia,1534
15 April 2020,Croatia,1741
19 April 2020,Croatia,1871
23 April 2020,Croatia,1981
27 April 2020,Croatia,2039
30 April 2020,Croatia,2076
01 May 2020,Croatia,2085
02 May 2020,Croatia,2088
03 May 2020,Croatia,2096
04 May 2020,Croatia,2101
05 May 2020,Croatia,2112
06 May 2020,Croatia,2119
07 May 2020,Croatia,2125
08 May 2020,Croatia,2161
09 May 2020,Croatia,2176
10 May 2020,Croatia,2187
11 May 2020,Croatia,2196
12 May 2020,Croatia,2207
13 May 2020,Croatia,2213
14 May 2020,Croatia,2221
15 May 2020,Croatia,2222
16 May 2020,Croatia,2224
17 May 2020,Croatia,2226
18 May 2020,Croatia,2228
19 May 2020,Croatia,2232
20 May 2020,Croatia,2234
21 May 2020,Croatia,2237
22 May 2020,Croatia,2243
23 May 2020,Croatia,2243
24 May 2020,Croatia,2244
25 May 2020,Croatia,2244
26 May 2020,Croatia,2244
28 March 2020,Cuba,119
31 March 2020,Cuba,186
01 April 2020,Cuba,212
04 April 2020,Cuba,288
06 April 2020,Cuba,350
11 April 2020,Cuba,620
15 April 2020,Cuba,814
19 April 2020,Cuba,1035
23 April 2020,Cuba,1235
27 April 2020,Cuba,1389
30 April 2020,Cuba,1501
01 May 2020,Cuba,1537
02 May 2020,Cuba,1611
03 May 2020,Cuba,1649
04 May 2020,Cuba,1668
05 May 2020,Cuba,1685
06 May 2020,Cuba,1703
07 May 2020,Cuba,1729
08 May 2020,Cuba,1741
09 May 2020,Cuba,1754
10 May 2020,Cuba,1766
11 May 2020,Cuba,1783
12 May 2020,Cuba,1804
13 May 2020,Cuba,1810
14 May 2020,Cuba,1830
15 May 2020,Cuba,1840
16 May 2020,Cuba,1862
17 May 2020,Cuba,1872
18 May 2020,Cuba,1881
19 May 2020,Cuba,1887
20 May 2020,Cuba,1900
21 May 2020,Cuba,1908
22 May 2020,Cuba,1916
23 May 2020,Cuba,1931
24 May 2020,Cuba,1941
25 May 2020,Cuba,1947
26 May 2020,Cuba,1963
24 March 2020,Cyprus,124
28 March 2020,Cyprus,179
31 March 2020,Cyprus,262
01 April 2020,Cyprus,320
04 April 2020,Cyprus,426
06 April 2020,Cyprus,465
11 April 2020,Cyprus,616
15 April 2020,Cyprus,715
19 April 2020,Cyprus,767
23 April 2020,Cyprus,795
27 April 2020,Cyprus,822
30 April 2020,Cyprus,850
01 May 2020,Cyprus,857
02 May 2020,Cyprus,864
03 May 2020,Cyprus,872
04 May 2020,Cyprus,874
05 May 2020,Cyprus,878
06 May 2020,Cyprus,883
07 May 2020,Cyprus,889
08 May 2020,Cyprus,891
09 May 2020,Cyprus,892
10 May 2020,Cyprus,898
11 May 2020,Cyprus,901
12 May 2020,Cyprus,903
13 May 2020,Cyprus,905
14 May 2020,Cyprus,907
15 May 2020,Cyprus,910
16 May 2020,Cyprus,914
17 May 2020,Cyprus,916
18 May 2020,Cyprus,917
19 May 2020,Cyprus,918
20 May 2020,Cyprus,922
21 May 2020,Cyprus,923
22 May 2020,Cyprus,927
23 May 2020,Cyprus,927
24 May 2020,Cyprus,935
25 May 2020,Cyprus,937
26 May 2020,Cyprus,939
14 March 2020,Czechia,189
20 March 2020,Czechia,833
24 March 2020,Czechia,1394
28 March 2020,Czechia,2631
31 March 2020,Czechia,3308
01 April 2020,Czechia,3508
04 April 2020,Czechia,4472
06 April 2020,Czechia,4822
11 April 2020,Czechia,5831
15 April 2020,Czechia,6216
19 April 2020,Czechia,6746
23 April 2020,Czechia,7187
27 April 2020,Czechia,7445
30 April 2020,Czechia,7682
01 May 2020,Czechia,7737
02 May 2020,Czechia,7755
03 May 2020,Czechia,7781
04 May 2020,Czechia,7819
05 May 2020,Czechia,7896
06 May 2020,Czechia,7974
07 May 2020,Czechia,8031
08 May 2020,Czechia,8077
09 May 2020,Czechia,8095
10 May 2020,Czechia,8123
11 May 2020,Czechia,8176
12 May 2020,Czechia,8221
13 May 2020,Czechia,8269
14 May 2020,Czechia,8351
15 May 2020,Czechia,8406
16 May 2020,Czechia,8455
17 May 2020,Czechia,8475
18 May 2020,Czechia,8586
19 May 2020,Czechia,8647
20 May 2020,Czechia,8721
21 May 2020,Czechia,8754
22 May 2020,Czechia,8813
23 May 2020,Czechia,8890
24 May 2020,Czechia,8955
25 May 2020,Czechia,9002
26 May 2020,Czechia,9050
14 March 2020,Denmark,836
20 March 2020,Denmark,1337
24 March 2020,Denmark,1718
28 March 2020,Denmark,2366
31 March 2020,Denmark,3039
01 April 2020,Denmark,3290
04 April 2020,Denmark,4269
06 April 2020,Denmark,4875
11 April 2020,Denmark,6191
15 April 2020,Denmark,6876
19 April 2020,Denmark,7580
23 April 2020,Denmark,8271
27 April 2020,Denmark,8896
30 April 2020,Denmark,9356
01 May 2020,Denmark,9509
02 May 2020,Denmark,9605
03 May 2020,Denmark,9721
04 May 2020,Denmark,9868
05 May 2020,Denmark,10019
06 May 2020,Denmark,10136
07 May 2020,Denmark,10281
08 May 2020,Denmark,10416
09 May 2020,Denmark,10517
10 May 2020,Denmark,10627
11 May 2020,Denmark,10711
12 May 2020,Denmark,10789
13 May 2020,Denmark,10865
14 May 2020,Denmark,10911
15 May 2020,Denmark,10989
16 May 2020,Denmark,11056
17 May 2020,Denmark,11125
18 May 2020,Denmark,11166
19 May 2020,Denmark,11242
20 May 2020,Denmark,11315
21 May 2020,Denmark,11380
22 May 2020,Denmark,11428
23 May 2020,Denmark,11487
24 May 2020,Denmark,11559
25 May 2020,Denmark,11586
26 May 2020,Denmark,11627
11 February 2020,Diamond Princess,135
20 February 2020,Diamond Princess,634
24 February 2020,Diamond Princess,691
25 February 2020,Diamond Princess,691
29 February 2020,Diamond Princess,705
01 March 2020,Diamond Princess,705
04 March 2020,Diamond Princess,706
08 March 2020,Diamond Princess,706
14 March 2020,Diamond Princess,706
20 March 2020,Diamond Princess,712
24 March 2020,Diamond Princess,712
28 March 2020,Diamond Princess,712
31 March 2020,Diamond Princess,712
01 April 2020,Diamond Princess,712
04 April 2020,Diamond Princess,712
06 April 2020,Diamond Princess,712
11 April 2020,Diamond Princess,712
15 April 2020,Diamond Princess,712
19 April 2020,Diamond Princess,712
23 April 2020,Diamond Princess,712
27 April 2020,Diamond Princess,712
30 April 2020,Diamond Princess,712
01 May 2020,Diamond Princess,712
02 May 2020,Diamond Princess,712
03 May 2020,Diamond Princess,712
04 May 2020,Diamond Princess,712
05 May 2020,Diamond Princess,712
06 May 2020,Diamond Princess,712
07 May 2020,Diamond Princess,712
08 May 2020,Diamond Princess,712
09 May 2020,Diamond Princess,712
10 May 2020,Diamond Princess,712
11 May 2020,Diamond Princess,712
12 May 2020,Diamond Princess,712
13 May 2020,Diamond Princess,712
14 May 2020,Diamond Princess,712
15 May 2020,Diamond Princess,712
16 May 2020,Diamond Princess,712
17 May 2020,Diamond Princess,712
18 May 2020,Diamond Princess,712
19 May 2020,Diamond Princess,712
20 May 2020,Diamond Princess,712
21 May 2020,Diamond Princess,712
22 May 2020,Diamond Princess,712
23 May 2020,Diamond Princess,712
24 May 2020,Diamond Princess,712
25 May 2020,Diamond Princess,712
26 May 2020,Diamond Princess,712
11 April 2020,Djibouti,187
15 April 2020,Djibouti,435
19 April 2020,Djibouti,846
23 April 2020,Djibouti,986
27 April 2020,Djibouti,1035
30 April 2020,Djibouti,1089
01 May 2020,Djibouti,1097
02 May 2020,Djibouti,1112
03 May 2020,Djibouti,1112
04 May 2020,Djibouti,1116
05 May 2020,Djibouti,1120
06 May 2020,Djibouti,1124
07 May 2020,Djibouti,1133
08 May 2020,Djibouti,1135
09 May 2020,Djibouti,1189
10 May 2020,Djibouti,1210
11 May 2020,Djibouti,1227
12 May 2020,Djibouti,1256
13 May 2020,Djibouti,1268
14 May 2020,Djibouti,1284
15 May 2020,Djibouti,1309
16 May 2020,Djibouti,1331
17 May 2020,Djibouti,1401
18 May 2020,Djibouti,1518
19 May 2020,Djibouti,1618
20 May 2020,Djibouti,1828
21 May 2020,Djibouti,2047
22 May 2020,Djibouti,2270
23 May 2020,Djibouti,2270
24 May 2020,Djibouti,2270
25 May 2020,Djibouti,2468
26 May 2020,Djibouti,2468
24 March 2020,Dominican Republic,312
28 March 2020,Dominican Republic,719
31 March 2020,Dominican Republic,1109
01 April 2020,Dominican Republic,1284
04 April 2020,Dominican Republic,1488
06 April 2020,Dominican Republic,1828
11 April 2020,Dominican Republic,2759
15 April 2020,Dominican Republic,3614
19 April 2020,Dominican Republic,4680
23 April 2020,Dominican Republic,5543
27 April 2020,Dominican Republic,6293
30 April 2020,Dominican Republic,6972
01 May 2020,Dominican Republic,7288
02 May 2020,Dominican Republic,7578
03 May 2020,Dominican Republic,7954
04 May 2020,Dominican Republic,8235
05 May 2020,Dominican Republic,8480
06 May 2020,Dominican Republic,8807
07 May 2020,Dominican Republic,9095
08 May 2020,Dominican Republic,9376
09 May 2020,Dominican Republic,9882
10 May 2020,Dominican Republic,10347
11 May 2020,Dominican Republic,10634
12 May 2020,Dominican Republic,10900
13 May 2020,Dominican Republic,11196
14 May 2020,Dominican Republic,11320
15 May 2020,Dominican Republic,11739
16 May 2020,Dominican Republic,12110
17 May 2020,Dominican Republic,12314
18 May 2020,Dominican Republic,12725
19 May 2020,Dominican Republic,13223
20 May 2020,Dominican Republic,13477
21 May 2020,Dominican Republic,13657
22 May 2020,Dominican Republic,13989
23 May 2020,Dominican Republic,14422
24 May 2020,Dominican Republic,14801
25 May 2020,Dominican Republic,15073
26 May 2020,Dominican Republic,15264
20 March 2020,Ecuador,367
24 March 2020,Ecuador,1082
28 March 2020,Ecuador,1823
31 March 2020,Ecuador,2240
01 April 2020,Ecuador,2748
04 April 2020,Ecuador,3465
06 April 2020,Ecuador,3747
11 April 2020,Ecuador,7257
15 April 2020,Ecuador,7858
19 April 2020,Ecuador,9468
23 April 2020,Ecuador,11183
27 April 2020,Ecuador,23240
30 April 2020,Ecuador,24934
01 May 2020,Ecuador,26336
02 May 2020,Ecuador,27464
03 May 2020,Ecuador,29538
04 May 2020,Ecuador,31881
05 May 2020,Ecuador,31881
06 May 2020,Ecuador,31881
07 May 2020,Ecuador,30298
08 May 2020,Ecuador,28818
09 May 2020,Ecuador,29071
10 May 2020,Ecuador,29559
11 May 2020,Ecuador,29509
12 May 2020,Ecuador,30419
13 May 2020,Ecuador,30486
14 May 2020,Ecuador,30502
15 May 2020,Ecuador,31467
16 May 2020,Ecuador,32763
17 May 2020,Ecuador,33182
18 May 2020,Ecuador,33582
19 May 2020,Ecuador,34151
20 May 2020,Ecuador,34854
21 May 2020,Ecuador,35306
22 May 2020,Ecuador,35828
23 May 2020,Ecuador,36258
24 May 2020,Ecuador,36756
25 May 2020,Ecuador,37355
26 May 2020,Ecuador,37355
14 March 2020,Egypt,109
20 March 2020,Egypt,285
24 March 2020,Egypt,402
28 March 2020,Egypt,576
31 March 2020,Egypt,710
01 April 2020,Egypt,779
04 April 2020,Egypt,1070
06 April 2020,Egypt,1322
11 April 2020,Egypt,1939
15 April 2020,Egypt,2505
19 April 2020,Egypt,3144
23 April 2020,Egypt,3891
27 April 2020,Egypt,4782
30 April 2020,Egypt,5537
01 May 2020,Egypt,5895
02 May 2020,Egypt,6193
03 May 2020,Egypt,6465
04 May 2020,Egypt,6813
05 May 2020,Egypt,7201
06 May 2020,Egypt,7588
07 May 2020,Egypt,7981
08 May 2020,Egypt,8476
09 May 2020,Egypt,8964
10 May 2020,Egypt,9400
11 May 2020,Egypt,9746
12 May 2020,Egypt,10093
13 May 2020,Egypt,10431
14 May 2020,Egypt,10829
15 May 2020,Egypt,11228
16 May 2020,Egypt,11719
17 May 2020,Egypt,12229
18 May 2020,Egypt,12764
19 May 2020,Egypt,13484
20 May 2020,Egypt,14229
21 May 2020,Egypt,15003
22 May 2020,Egypt,15786
23 May 2020,Egypt,16513
24 May 2020,Egypt,17265
25 May 2020,Egypt,17967
26 May 2020,Egypt,18756
11 April 2020,El Salvador,118
15 April 2020,El Salvador,159
19 April 2020,El Salvador,201
23 April 2020,El Salvador,250
27 April 2020,El Salvador,323
30 April 2020,El Salvador,395
01 May 2020,El Salvador,424
02 May 2020,El Salvador,446
03 May 2020,El Salvador,490
04 May 2020,El Salvador,555
05 May 2020,El Salvador,587
06 May 2020,El Salvador,633
07 May 2020,El Salvador,695
08 May 2020,El Salvador,742
09 May 2020,El Salvador,784
10 May 2020,El Salvador,889
11 May 2020,El Salvador,958
12 May 2020,El Salvador,998
13 May 2020,El Salvador,1037
14 May 2020,El Salvador,1112
15 May 2020,El Salvador,1210
16 May 2020,El Salvador,1265
17 May 2020,El Salvador,1338
18 May 2020,El Salvador,1413
19 May 2020,El Salvador,1498
20 May 2020,El Salvador,1571
21 May 2020,El Salvador,1640
22 May 2020,El Salvador,1725
23 May 2020,El Salvador,1819
24 May 2020,El Salvador,1915
25 May 2020,El Salvador,1983
26 May 2020,El Salvador,2042
27 April 2020,Equatorial Guinea,258
30 April 2020,Equatorial Guinea,315
01 May 2020,Equatorial Guinea,315
02 May 2020,Equatorial Guinea,315
03 May 2020,Equatorial Guinea,315
04 May 2020,Equatorial Guinea,315
05 May 2020,Equatorial Guinea,315
06 May 2020,Equatorial Guinea,439
07 May 2020,Equatorial Guinea,439
08 May 2020,Equatorial Guinea,439
09 May 2020,Equatorial Guinea,439
10 May 2020,Equatorial Guinea,439
11 May 2020,Equatorial Guinea,439
12 May 2020,Equatorial Guinea,439
13 May 2020,Equatorial Guinea,522
14 May 2020,Equatorial Guinea,583
15 May 2020,Equatorial Guinea,594
16 May 2020,Equatorial Guinea,594
17 May 2020,Equatorial Guinea,594
18 May 2020,Equatorial Guinea,719
19 May 2020,Equatorial Guinea,825
20 May 2020,Equatorial Guinea,890
21 May 2020,Equatorial Guinea,903
22 May 2020,Equatorial Guinea,960
23 May 2020,Equatorial Guinea,960
24 May 2020,Equatorial Guinea,960
25 May 2020,Equatorial Guinea,1043
26 May 2020,Equatorial Guinea,1043
14 March 2020,Estonia,115
20 March 2020,Estonia,283
24 March 2020,Estonia,369
28 March 2020,Estonia,645
31 March 2020,Estonia,745
01 April 2020,Estonia,779
04 April 2020,Estonia,1039
06 April 2020,Estonia,1108
11 April 2020,Estonia,1304
15 April 2020,Estonia,1400
19 April 2020,Estonia,1528
23 April 2020,Estonia,1592
27 April 2020,Estonia,1647
30 April 2020,Estonia,1689
01 May 2020,Estonia,1694
02 May 2020,Estonia,1699
03 May 2020,Estonia,1700
04 May 2020,Estonia,1703
05 May 2020,Estonia,1711
06 May 2020,Estonia,1713
07 May 2020,Estonia,1720
08 May 2020,Estonia,1725
09 May 2020,Estonia,1733
10 May 2020,Estonia,1739
11 May 2020,Estonia,1741
12 May 2020,Estonia,1746
13 May 2020,Estonia,1751
14 May 2020,Estonia,1758
15 May 2020,Estonia,1766
16 May 2020,Estonia,1770
17 May 2020,Estonia,1774
18 May 2020,Estonia,1784
19 May 2020,Estonia,1791
20 May 2020,Estonia,1794
21 May 2020,Estonia,1800
22 May 2020,Estonia,1807
23 May 2020,Estonia,1821
24 May 2020,Estonia,1823
25 May 2020,Estonia,1824
26 May 2020,Estonia,1834
30 April 2020,Eswatini,100
01 May 2020,Eswatini,106
02 May 2020,Eswatini,108
03 May 2020,Eswatini,112
04 May 2020,Eswatini,116
05 May 2020,Eswatini,119
06 May 2020,Eswatini,123
07 May 2020,Eswatini,153
08 May 2020,Eswatini,159
09 May 2020,Eswatini,163
10 May 2020,Eswatini,172
11 May 2020,Eswatini,175
12 May 2020,Eswatini,184
13 May 2020,Eswatini,187
14 May 2020,Eswatini,187
15 May 2020,Eswatini,190
16 May 2020,Eswatini,202
17 May 2020,Eswatini,203
18 May 2020,Eswatini,205
19 May 2020,Eswatini,208
20 May 2020,Eswatini,217
21 May 2020,Eswatini,220
22 May 2020,Eswatini,225
23 May 2020,Eswatini,238
24 May 2020,Eswatini,250
25 May 2020,Eswatini,256
26 May 2020,Eswatini,261
19 April 2020,Ethiopia,108
23 April 2020,Ethiopia,116
27 April 2020,Ethiopia,124
30 April 2020,Ethiopia,131
01 May 2020,Ethiopia,133
02 May 2020,Ethiopia,133
03 May 2020,Ethiopia,135
04 May 2020,Ethiopia,140
05 May 2020,Ethiopia,145
06 May 2020,Ethiopia,162
07 May 2020,Ethiopia,191
08 May 2020,Ethiopia,194
09 May 2020,Ethiopia,210
10 May 2020,Ethiopia,239
11 May 2020,Ethiopia,250
12 May 2020,Ethiopia,261
13 May 2020,Ethiopia,263
14 May 2020,Ethiopia,272
15 May 2020,Ethiopia,287
16 May 2020,Ethiopia,306
17 May 2020,Ethiopia,317
18 May 2020,Ethiopia,352
19 May 2020,Ethiopia,365
20 May 2020,Ethiopia,389
21 May 2020,Ethiopia,399
22 May 2020,Ethiopia,433
